Region,Category,Feature,Label,Area_cnt,Area_ratio
Hunters Hill - Woolwich,Income and work,"Occupation, top responses",Clerical and Administrative Workers,564,12.9
Hunters Hill - Woolwich,Income and work,"Occupation, top responses",Sales Workers,295,6.8
Hunters Hill - Woolwich,Income and work,"Occupation, top responses",Community and Personal Service Workers,261,6.0
Hunters Hill - Woolwich,Income and work,"Occupation, top responses",Technicians and Trades Workers,219,5.0
Hunters Hill - Woolwich,Income and work,"Occupation, top responses",Labourers,98,2.2
Hunters Hill - Woolwich,Income and work,"Occupation, top responses",Machinery Operators and Drivers,55,1.3
Hunters Hill - Woolwich,Income and work,"Industry of employment, top responses",Hospitals (except Psychiatric Hospitals),202,4.6
Hunters Hill - Woolwich,Income and work,"Industry of employment, top responses",Legal Services,145,3.3
Hunters Hill - Woolwich,Income and work,"Industry of employment, top responses",Other Auxiliary Finance and Investment Services,137,3.1
Hunters Hill - Woolwich,Income and work,"Industry of employment, top responses",Computer System Design and Related Services,125,2.9
Hunters Hill - Woolwich,Income and work,"Industry of employment, top responses",Banking,121,2.8
Hunters Hill - Woolwich,Income and work,Median weekly incomes (a),Personal (b),"$1,244",N/A
Hunters Hill - Woolwich,Income and work,Median weekly incomes (a),Family (c),"$4,584",N/A
Hunters Hill - Woolwich,Income and work,Median weekly incomes (a),Household (d),"$3,368",N/A
Hunters Hill - Woolwich,Income and work,"Method of travel to work on the day of the Census, top responses","Car, as driver","1,334",30.5
Hunters Hill - Woolwich,Income and work,"Method of travel to work on the day of the Census, top responses",Walked only,88,2.0
Hunters Hill - Woolwich,Income and work,"Method of travel to work on the day of the Census, top responses","Car, as passenger",77,1.8
Hunters Hill - Woolwich,Income and work,"Method of travel to work on the day of the Census, top responses",Bus,64,1.5
Hunters Hill - Woolwich,Income and work,"Method of travel to work on the day of the Census, top responses",Ferry,22,0.5
Hunters Hill - Woolwich,Income and work,"Method of travel to work on the day of the Census, top responses",null,null,null
Hunters Hill - Woolwich,Income and work,"Method of travel to work on the day of the Census, top responses",Did not go to work,532,12.2
Hunters Hill - Woolwich,Income and work,"Method of travel to work on the day of the Census, top responses",Worked at home,"2,137",48.9
Hunters Hill - Woolwich,Income and work,"Method of travel to work on the day of the Census, top responses",null,null,null
Hunters Hill - Woolwich,Income and work,"Method of travel to work on the day of the Census, top responses",People who travelled to work by public transport (a),113,2.6
Hunters Hill - Woolwich,Income and work,"Method of travel to work on the day of the Census, top responses",People who travelled to work by car as driver or passenger (b),"1,438",32.9
Hunters Hill - Woolwich,Unpaid work and care,Unpaid work and care,Did unpaid domestic work (week before Census Night),"5,879",72.5
Hunters Hill - Woolwich,Unpaid work and care,Unpaid work and care,Provided unpaid care for child/children (during two weeks before Census Night),"2,167",26.7
Hunters Hill - Woolwich,Unpaid work and care,Unpaid work and care,"Provided unpaid assistance to a person with a disability, health condition or due to old age (during two weeks before Census Night)","1,007",12.4
Hunters Hill - Woolwich,Unpaid work and care,Unpaid work and care,Did voluntary work through an organisation or group (last 12 months),"1,649",20.4
Hunters Hill - Woolwich,Unpaid work and care,"Unpaid domestic work, number of hours",Less than 5 hours,"1,707",21.1
Hunters Hill - Woolwich,Unpaid work and care,"Unpaid domestic work, number of hours",5 to 14 hours,"2,344",28.9
Hunters Hill - Woolwich,Unpaid work and care,"Unpaid domestic work, number of hours",15 to 29 hours,"1,123",13.9
Hunters Hill - Woolwich,Unpaid work and care,"Unpaid domestic work, number of hours",30 hours or more,705,8.7
Hunters Hill - Woolwich,Health,Type of long-term health condition,Arthritis,748,7.6
Hunters Hill - Woolwich,Health,Type of long-term health condition,Asthma,626,6.4
Hunters Hill - Woolwich,Health,Type of long-term health condition,Cancer (including remission),332,3.4
Hunters Hill - Woolwich,Health,Type of long-term health condition,Dementia (including Alzheimer's),98,1.0
Hunters Hill - Woolwich,Health,Type of long-term health condition,Diabetes (excluding gestational diabetes),284,2.9
Hunters Hill - Woolwich,Health,Type of long-term health condition,Heart disease (including heart attack or angina),398,4.0
Hunters Hill - Woolwich,Health,Type of long-term health condition,Kidney disease,57,0.6
Hunters Hill - Woolwich,Health,Type of long-term health condition,Lung condition (including COPD or emphysema),109,1.1
Hunters Hill - Woolwich,Health,Type of long-term health condition,Mental health condition (including depression or anxiety),513,5.2
Hunters Hill - Woolwich,Health,Type of long-term health condition,Stroke,76,0.8
Hunters Hill - Woolwich,Health,Type of long-term health condition,Any other long-term health condition(s),679,6.9
Hunters Hill - Woolwich,Health,Type of long-term health condition,No long-term health condition(s),"6,187",62.9
Hunters Hill - Woolwich,Health,Type of long-term health condition,Not stated,937,9.5
Hunters Hill - Woolwich,Health,Count of selected long-term health conditions,None of the selected conditions,"6,574",66.8
Hunters Hill - Woolwich,Health,Count of selected long-term health conditions,One condition,"1,709",17.4
Hunters Hill - Woolwich,Health,Count of selected long-term health conditions,Two conditions,413,4.2
Hunters Hill - Woolwich,Health,Count of selected long-term health conditions,Three or more conditions,206,2.1
Hunters Hill - Woolwich,Health,Count of selected long-term health conditions,Not stated,937,9.5
Hunters Hill - Woolwich,Australian Defence Force service,Australian Defence Force Service,Currently serving,15,0.2
Hunters Hill - Woolwich,Australian Defence Force service,Australian Defence Force Service,Previously served (and not currently serving),130,1.6
Hunters Hill - Woolwich,Australian Defence Force service,Australian Defence Force Service,Has never served,"7,302",90.0
Hunters Hill - Woolwich,Australian Defence Force service,Australian Defence Force Service,Not stated,670,8.3
Hunters Hill - Woolwich,Families,Family composition,Couple family without children,868,35.2
Hunters Hill - Woolwich,Families,Family composition,Couple family with children,"1,334",54.0
Hunters Hill - Woolwich,Families,Family composition,One parent family,253,10.2
Hunters Hill - Woolwich,Families,Family composition,Other family,18,0.7
Hunters Hill - Woolwich,Families,Single (or lone) parents,Male,N/A,19.0
Hunters Hill - Woolwich,Families,Single (or lone) parents,Female,N/A,79.1
Hunters Hill - Woolwich,Families,Employment status of couple families,"Both employed, worked full-time",486,22.1
Hunters Hill - Woolwich,Families,Employment status of couple families,"Both employed, worked part-time",129,5.9
Hunters Hill - Woolwich,Families,Employment status of couple families,"One employed full-time, one part-time",443,20.1
Hunters Hill - Woolwich,Families,Employment status of couple families,"One employed full-time, other not working",321,14.6
Hunters Hill - Woolwich,Families,Employment status of couple families,"One employed part-time, other not working",170,7.7
Hunters Hill - Woolwich,Families,Employment status of couple families,Both not working,425,19.3
Hunters Hill - Woolwich,Families,Employment status of couple families,Other,173,7.9
Hunters Hill - Woolwich,Families,Employment status of couple families,Labour force status not stated,61,2.8
Hunters Hill - Woolwich,Dwellings,Dwelling count,Occupied private dwellings,"3,206",90.8
Hunters Hill - Woolwich,Dwellings,Dwelling count,Unoccupied private dwellings,325,9.2
Hunters Hill - Woolwich,Dwellings,Dwelling structure,Separate house,"2,251",70.2
Hunters Hill - Woolwich,Dwellings,Dwelling structure,"Semi-detached, row or terrace house, townhouse etc",361,11.3
Hunters Hill - Woolwich,Dwellings,Dwelling structure,Flat or apartment,581,18.1
Hunters Hill - Woolwich,Dwellings,Dwelling structure,Other dwelling,4,0.1
Hunters Hill - Woolwich,Dwellings,Number of bedrooms,None (includes studio apartments or bedsitters),0,0.0
Hunters Hill - Woolwich,Dwellings,Number of bedrooms,1 bedroom,194,6.1
Hunters Hill - Woolwich,Dwellings,Number of bedrooms,2 bedrooms,551,17.2
Hunters Hill - Woolwich,Dwellings,Number of bedrooms,3 bedrooms,921,28.8
Hunters Hill - Woolwich,Dwellings,Number of bedrooms,4 or more bedrooms,"1,506",47.1
Hunters Hill - Woolwich,Dwellings,Number of bedrooms,Number of bedrooms not stated,27,0.8
Hunters Hill - Woolwich,Dwellings,Number of bedrooms,null,null,null
Hunters Hill - Woolwich,Dwellings,Number of bedrooms,Average number of bedrooms per dwelling,3.4,N/A
Hunters Hill - Woolwich,Dwellings,Number of bedrooms,Average number of people per household,2.7,N/A
Hunters Hill - Woolwich,Dwellings,Number of registered motor vehicles,None,216,6.7
Hunters Hill - Woolwich,Dwellings,Number of registered motor vehicles,1 motor vehicle,994,31.0
Hunters Hill - Woolwich,Dwellings,Number of registered motor vehicles,2 motor vehicles,"1,284",40.0
Hunters Hill - Woolwich,Dwellings,Number of registered motor vehicles,3 or more vehicles,691,21.5
Hunters Hill - Woolwich,Dwellings,Number of registered motor vehicles,Number of motor vehicles not stated,25,0.8
Hunters Hill - Woolwich,Housing,Household composition,Family households,"2,421",75.5
Hunters Hill - Woolwich,Housing,Household composition,Single (or lone) person households,735,22.9
Hunters Hill - Woolwich,Housing,Household composition,Group households,51,1.6
Hunters Hill - Woolwich,Housing,Tenure type,Owned outright,"1,380",43.0
Hunters Hill - Woolwich,Housing,Tenure type,Owned with a mortgage (a),"1,040",32.4
Hunters Hill - Woolwich,Housing,Tenure type,Rented (b),663,20.7
Hunters Hill - Woolwich,Housing,Tenure type,Other tenure type (c),91,2.8
Hunters Hill - Woolwich,Housing,Tenure type,Tenure type not stated,27,0.8
Hunters Hill - Woolwich,Housing,Household income,Less than $650 total household weekly income (a),N/A,11.6
Hunters Hill - Woolwich,Housing,Household income,"More than $3,000 total household weekly income (a)",N/A,53.7
Hunters Hill - Woolwich,Housing,Rent weekly payments,Median rent (a),540,N/A
Hunters Hill - Woolwich,Housing,Rent weekly payments,null,null,null
Hunters Hill - Woolwich,Housing,Rent weekly payments,Renter households where rent payments are less than or equal to 30% of household income (b),331,49.9
Hunters Hill - Woolwich,Housing,Rent weekly payments,Renter households with rent payments greater than 30% of household income (b),285,43.0
Hunters Hill - Woolwich,Housing,Rent weekly payments,Unable to determine (c),53,8.0
Hunters Hill - Woolwich,Housing,Mortgage monthly repayments,Median mortgage repayments,"4,333",N/A
Hunters Hill - Woolwich,Housing,Mortgage monthly repayments,null,null,null
Hunters Hill - Woolwich,Housing,Mortgage monthly repayments,Owner with mortgage households where mortgage repayments are less than or equal to 30% of household income (a),673,64.7
Hunters Hill - Woolwich,Housing,Mortgage monthly repayments,Owner with mortgage households with mortgage repayments greater than 30% of household income (a),236,22.7
Hunters Hill - Woolwich,Housing,Mortgage monthly repayments,Unable to determine (b),136,13.1
Hunters Hill - Woolwich,Aboriginal and/or Torres Strait Islander peoples,People characteristics,Male,33,58.9
Hunters Hill - Woolwich,Aboriginal and/or Torres Strait Islander peoples,People characteristics,Female,23,41.1
